center_2019_04_01_22_13_49_337.jpg,left_2019_04_01_22_13_49_337.jpg,right_2019_04_01_22_13_49_337.jpg,-0.05,1,0,30.19018
center_2019_04_01_22_13_49_403.jpg,left_2019_04_01_22_13_49_403.jpg,right_2019_04_01_22_13_49_403.jpg,-0.2,1,0,30.183840000000004
center_2019_04_01_22_13_49_474.jpg,left_2019_04_01_22_13_49_474.jpg,right_2019_04_01_22_13_49_474.jpg,0.0,1,0,30.18441
center_2019_04_01_22_13_49_541.jpg,left_2019_04_01_22_13_49_541.jpg,right_2019_04_01_22_13_49_541.jpg,0.0,1,0,30.189290000000003
center_2019_04_01_22_13_49_608.jpg,left_2019_04_01_22_13_49_608.jpg,right_2019_04_01_22_13_49_608.jpg,-0.2,1,0,30.18413
center_2019_04_01_22_13_49_681.jpg,left_2019_04_01_22_13_49_681.jpg,right_2019_04_01_22_13_49_681.jpg,0.0,1,0,30.18969
center_2019_04_01_22_13_49_754.jpg,left_2019_04_01_22_13_49_754.jpg,right_2019_04_01_22_13_49_754.jpg,0.0,1,0,30.1901
center_2019_04_01_22_13_49_826.jpg,left_2019_04_01_22_13_49_826.jpg,right_2019_04_01_22_13_49_826.jpg,0.0,1,0,30.19027
center_2019_04_01_22_13_49_898.jpg,left_2019_04_01_22_13_49_898.jpg,right_2019_04_01_22_13_49_898.jpg,0.0,1,0,30.19047
center_2019_04_01_22_13_49_993.jpg,left_2019_04_01_22_13_49_993.jpg,right_2019_04_01_22_13_49_993.jpg,-0.1,1,0,30.18772
center_2019_04_01_22_13_50_065.jpg,left_2019_04_01_22_13_50_065.jpg,right_2019_04_01_22_13_50_065.jpg,-0.25,1,0,30.17497
center_2019_04_01_22_13_50_135.jpg,left_2019_04_01_22_13_50_135.jpg,right_2019_04_01_22_13_50_135.jpg,0.0,1,0,30.18849
center_2019_04_01_22_13_50_202.jpg,left_2019_04_01_22_13_50_202.jpg,right_2019_04_01_22_13_50_202.jpg,0.0,1,0,30.19036
